Open,High,Low,Close,Volume
0.185833007,0.192416996,0.185666993,0.189916998,835584000
0.207083002,0.212249994,0.198332995,0.211082995,2650320000
0.208582997,0.213249996,0.208499998,0.211833,664104000
0.210583001,0.215167001,0.210417002,0.214166999,639804000
0.213667005,0.216250002,0.211417004,0.215749994,550056000
0.216250002,0.217167005,0.212917,0.215333,452880000
0.215083003,0.219249994,0.212583005,0.219166994,517008000
0.220667005,0.226500005,0.219999999,0.224250004,703668000
0.223167002,0.228249997,0.222083002,0.227417007,522192000
0.226916999,0.228083,0.222332999,0.2245,535272000
0.226500005,0.232583001,0.226082996,0.230832994,788784000
0.2315,0.2315,0.226916999,0.229332998,322740000
0.228332996,0.230250001,0.222083002,0.225832999,763176000
0.224333003,0.232082993,0.221667007,0.227917001,796632000
0.227082998,0.236416996,0.227082998,0.236416996,684348000
0.235583007,0.237749994,0.233333007,0.235833004,559620000
0.231582999,0.236166999,0.231417,0.233583003,512892000
0.231999993,0.235833004,0.227082998,0.227917001,974136000
0.228499994,0.231666997,0.223917007,0.226333007,618720000
0.224583,0.235917002,0.224333003,0.235833004,619908000
0.235583007,0.235833004,0.231582999,0.233166993,465096000
0.233333007,0.244917005,0.232666999,0.238333002,1409916000
0.238417,0.242332995,0.216749996,0.224250004,2408412000
0.222832993,0.224583,0.214750007,0.223582998,1669788000
0.223499998,0.226249993,0.220249996,0.224749997,489240000
0.227500007,0.227917001,0.223666996,0.224250004,456348000
0.224250004,0.229166999,0.220583007,0.227667004,606060000
0.229166999,0.230917007,0.226999998,0.229833007,428172000
0.232250005,0.233833,0.226750001,0.229582995,700668000
0.229166999,0.236000001,0.228332996,0.233166993,836976000
0.232749999,0.232832998,0.2245,0.225749999,475632000
0.224333003,0.226166993,0.221917003,0.223917007,354588000
0.224832997,0.226833001,0.222332999,0.225333005,262308000
0.225417003,0.225832999,0.221416995,0.223250002,283572000
0.224749997,0.226833001,0.220917001,0.222666994,593232000
0.221917003,0.224000007,0.219166994,0.223666996,315168000
0.2245,0.228083,0.222332999,0.227166995,388440000
0.227917001,0.234249994,0.225333005,0.233250007,703632000
0.229582995,0.233333007,0.228833005,0.231582999,465900000
0.232999995,0.235249996,0.230000004,0.234500006,408132000
0.236582994,0.240417004,0.235583007,0.238000005,399492000
0.237832993,0.238499999,0.231832996,0.236667007,564252000
0.237666994,0.238333002,0.232999995,0.237000003,594780000
0.239500001,0.244167,0.226166993,0.226500005,1871496000
0.225832999,0.226500005,0.220166996,0.224083006,1223352000
0.223416999,0.223499998,0.216250002,0.218500003,1044900000
0.219833001,0.222000003,0.218167007,0.221499994,517896000
0.218916997,0.225749999,0.215917006,0.224832997,526500000
0.221917003,0.222917005,0.216417,0.221000001,594528000
0.222083002,0.225250006,0.213667005,0.21525,699264000
0.212750003,0.223167002,0.211833,0.216499999,974952000
0.215582997,0.221332997,0.214750007,0.221000001,759492000
0.221332997,0.226500005,0.217583001,0.225500003,807828000
0.225082994,0.228332996,0.222000003,0.227249995,411240000
0.226333007,0.228750005,0.223666996,0.225500003,351660000
0.226833001,0.229917005,0.225333005,0.228917003,389040000
0.229166999,0.232749999,0.228833005,0.231999993,422652000
0.231999993,0.234166995,0.229917005,0.231999993,518256000
0.230250001,0.231250003,0.229083002,0.229582995,356424000
0.229249999,0.235917002,0.227667004,0.235416993,684096000
0.237000003,0.241417006,0.234583005,0.236249998,725544000
0.236582994,0.237167001,0.233082995,0.235667005,291900000
0.236667007,0.237832993,0.229750007,0.232167006,440556000
0.232167006,0.235833004,0.229917005,0.235416993,701556000
0.249249995,0.251749992,0.24075,0.249583006,2295420000
0.250416994,0.25850001,0.247250006,0.255917013,882804000
0.253500015,0.25575,0.249750003,0.25158301,637488000
0.250499994,0.254667014,0.250333011,0.25158301,607572000
0.249667004,0.250916988,0.244000003,0.245083004,822732000
0.245499998,0.246250004,0.242583007,0.243332997,422232000
0.242917001,0.246832997,0.238499999,0.241332993,547224000
0.241082996,0.244167,0.240250006,0.242917001,254460000
0.241332993,0.248249993,0.240167007,0.243083,514620000
0.244167,0.246083006,0.242082998,0.244749993,296484000
0.245000005,0.245000005,0.238666996,0.240999997,323436000
0.238749996,0.241667002,0.236833006,0.241417006,343392000
0.240999997,0.250667006,0.240667,0.250082999,948852000
0.249500006,0.258832991,0.248750001,0.255667001,906804000
0.254916996,0.258082986,0.253583014,0.25575,556884000
0.256249994,0.256249994,0.250750005,0.25158301,469800000
0.252499998,0.254999995,0.248667002,0.253666997,423096000
0.253333002,0.262416989,0.25266701,0.261750013,588012000
0.260167003,0.268083006,0.260167003,0.264833003,646116000
0.267666996,0.268833011,0.263332993,0.268249989,454236000
0.2685,0.269333005,0.264167011,0.267333001,556584000
0.266083002,0.276749998,0.266083002,0.275417,854724000
0.273333013,0.27700001,0.270832986,0.272083014,503448000
0.276250005,0.280000001,0.274583012,0.276917011,759756000
0.279249996,0.280750006,0.274832994,0.277083009,519828000
0.276749998,0.277666986,0.271667004,0.273167014,428316000
0.275249988,0.281583011,0.274917006,0.278499991,522192000
0.277417004,0.282916993,0.273667008,0.276082993,625656000
0.276749998,0.276749998,0.263749987,0.268667012,739152000
0.268083006,0.274917006,0.26583299,0.272583008,314640000
0.274666995,0.276749998,0.269749999,0.274832994,406776000
0.275999993,0.278416991,0.273667008,0.275750011,404160000
0.276582986,0.278167009,0.273416996,0.277417004,353556000
0.277500004,0.283333004,0.275249988,0.283167005,513372000
0.283333004,0.288249999,0.28275001,0.285667002,458832000
0.289000005,0.29558301,0.286666989,0.293500006,549888000
0.294750005,0.299582988,0.289000005,0.28966701,514476000
0.289999992,0.289999992,0.278333008,0.280083001,599184000
0.27974999,0.284083009,0.270666987,0.279083014,685512000
0.279583007,0.282416999,0.273333013,0.2755,551952000
0.276917011,0.277417004,0.268417001,0.2685,459216000
0.269499987,0.271833003,0.262082994,0.265166998,540048000
0.264416993,0.272417009,0.264082998,0.268332988,657660000
0.267749995,0.268166989,0.256666988,0.26691699,509304000
0.268833011,0.272166997,0.262499988,0.26691699,311256000
